id,lat,lng,xpos,ypos,dbh,height,species,condition
0,51.53294608152804,0.11870910868004506,13,15,1.186,0.361,Euonymus europaeus,excellent
1,51.53304835637765,0.12019533485235247,117,23,1.038,0.343,Prunus spinosa,excellent
2,51.53288685557758,0.11947948808009734,67,7,0.728,0.367,Cornus sanguinea,excellent
3,51.53310184622888,0.11898519449705118,33,32,1.015,0.441,Corylus avellana,excellent
4,51.53303915844619,0.11988404874004499,95,22,1.308,0.394,Corylus avellana,excellent
5,51.53314844869734,0.11949846448241692,69,36,1.032,0.401,Cornus sanguinea,good
6,51.532937928024154,0.11890697319279905,27,14,1.495,0.316,Cornus sanguinea,excellent
7,51.533255289710766,0.1198113661751228,91,47,1.3,0.482,Malus sylvestris,good
8,51.53318635951795,0.1199852972830252,103,39,0.628,0.441,Salix caprea,excellent
9,51.532938268935574,0.11862430325303046,8,15,0.583,0.459,Acer campestre,excellent
10,51.532944466137124,0.11857452139206939,4,16,0.52,0.395,Corylus avellana,excellent
11,51.532907007663695,0.1194971245167479,68,9,1.262,0.417,Tilia cordata,excellent
12,51.53310154192794,0.12013198909755736,113,29,1.014,0.372,Cornus sanguinea,excellent
13,51.53302216790324,0.11895634245945881,31,23,1.165,0.304,Euonymus europaeus,good
14,51.533037072036706,0.11920856342534722,48,24,0.705,0.39,Betula pendula,excellent
15,51.5329537037202,0.11879740819439989,20,16,0.589,0.434,Viburnum opulus,excellent
16,51.53307590474899,0.12011627188723249,112,26,0.715,0.455,Sorbus torminalis,excellent
17,51.53306764996888,0.11938508991953936,61,27,1.166,0.325,Cornus sanguinea,excellent
18,51.53324790393714,0.11968418989867964,82,46,1.003,0.332,Viburnum opulus,excellent
19,51.53334183512148,0.11962537096467639,79,57,1.265,0.496,Quercus petraea,excellent
20,51.53318151830767,0.12020597315423326,118,37,1.386,0.355,Prunus avium,excellent
21,51.5329804871975,0.11913750849519117,43,18,1.175,0.464,Prunus avium,excellent
22,51.53303056611898,0.11876190569456475,17,25,1.159,0.425,Salix cinerea,good
23,51.533223430084064,0.11924548458637647,52,45,0.913,0.491,Cornus sanguinea,excellent
24,51.533248372699255,0.11987302507263947,95,46,0.763,0.32,Sorbus torminalis,excellent
25,51.53313111121642,0.11975681467068149,87,33,1.0,0.324,Rosa canina,excellent
26,51.53308923875441,0.12025234988280786,121,27,0.931,0.378,Corylus avellana,excellent
27,51.532915223168345,0.11976165597496112,86,9,1.294,0.492,Sambucus nigra,good
28,51.53303432279177,0.12008707641267784,109,21,1.169,0.413,Corylus avellana,excellent
29,51.533064935818466,0.1199427655583954,99,25,1.005,0.398,Quercus robur,excellent
30,51.53311544838052,0.11970923589619405,84,31,0.644,0.387,Prunus avium,excellent
31,51.53303449874193,0.11970822480790358,83,22,1.227,0.381,Corylus avellana,excellent
32,51.532936065804094,0.11911920467173945,42,13,0.501,0.322,Carpinus betulus,excellent
33,51.53323072018213,0.12023739178681839,121,43,0.538,0.481,Salix caprea,excellent
34,51.5330891893404,0.12014455280874152,114,27,1.068,0.43,Corylus avellana,excellent
35,51.53289276451118,0.11957273129981162,73,7,1.009,0.417,Acer campestre,excellent
36,51.53291906587828,0.1195674963338036,73,10,1.32,0.385,Corylus avellana,excellent
37,51.53334822931917,0.11981252618103506,92,57,0.904,0.351,Prunus avium,excellent
38,51.53299813542559,0.11955658975448297,72,19,0.532,0.431,Sorbus aria,excellent
39,51.532882926864424,0.11961703217325641,76,6,0.921,0.304,Cornus sanguinea,excellent
40,51.53320101716089,0.12014810570809539,114,40,1.408,0.374,Euonymus europaeus,excellent
41,51.53333467064169,0.11997722266115361,103,55,1.119,0.482,Corylus avellana,excellent
42,51.53308663167319,0.12029467198689463,124,27,1.408,0.349,Betula pubescens,excellent
43,51.533120925239295,0.11901090079212188,35,34,1.229,0.494,Euonymus europaeus,excellent
44,51.533117889804274,0.11977745613221799,88,32,1.449,0.337,Tilia cordata,good
45,51.53290968863006,0.1193983243906624,61,9,1.368,0.362,Prunus avium,excellent
46,51.532921581642555,0.11915222477764466,44,11,1.487,0.343,Cornus sanguinea,excellent
47,51.53289836548609,0.11932355802828942,56,8,1.408,0.491,Corylus avellana,excellent
48,51.53336191610167,0.11995078494416876,101,58,0.983,0.333,Acer campestre,excellent
49,51.53311944510946,0.11951980077328186,70,32,0.836,0.465,Cornus sanguinea,excellent
50,51.53288298246454,0.11930303754395503,54,7,0.733,0.361,Betula pendula,excellent
51,51.5332288596778,0.11952323222401595,71,45,1.221,0.379,Salix cinerea,good
52,51.53308689001617,0.11932822017442483,57,29,1.448,0.488,Cornus sanguinea,excellent
53,51.53294210970311,0.11956960018289506,73,13,1.0,0.498,Prunus avium,excellent
54,51.53330288365995,0.11966881767713616,82,52,0.727,0.419,Acer campestre,good
55,51.533159188013826,0.12006119635448384,108,35,0.885,0.385,Malus sylvestris,good
56,51.53292318579837,0.11902348866526459,35,12,1.065,0.434,Betula pubescens,excellent
